Date, Close/Last, Volume, Open, High, Low
12/15/2011, $49.395, 6342550, $50, $50.205, $48.91
12/14/2011, $49.31, 7980320, $49.47, $49.92, $49.145
12/13/2011, $50.095, 6062908, $50.915, $51.5, $49.78
12/12/2011, $50.3, 3559818, $50.39, $50.77, $49.895
12/09/2011, $50.875, 5150170, $50.275, $51.05, $49.955
12/08/2011, $50.185, 6293918, $51.11, $51.11, $50.005
12/07/2011, $51.26, 4575860, $51.27, $51.55, $50.49
12/06/2011, $51.42, 6751196, $52.54, $52.58, $50.695
12/05/2011, $52.295, 4882372, $52.245, $52.995, $51.845
12/02/2011, $51.345, 5507528, $52, $52.39, $51.195
12/01/2011, $51.465, 5950852, $51.38, $51.825, $50.97
11/30/2011, $51.705, 6197806, $51.215, $51.78, $50.845
11/29/2011, $49.615, 4445596, $49.295, $50.35, $49.195
11/28/2011, $49.265, 4572178, $48.895, $49.485, $48.73
11/25/2011, $47.58, 2543138, $47.925, $48.455, $47.575
11/23/2011, $48, 4834482, $48.56, $48.73, $47.765
11/22/2011, $49.125, 4826206, $49.28, $49.62, $48.935
11/21/2011, $49.205, 7611018, $50.345, $50.5345, $48.7505
11/18/2011, $51.02, 4945056, $50.585, $51.325, $50.285
11/17/2011, $50.46, 5707418, $50.77, $51.07, $49.82
11/16/2011, $51.005, 4818342, $51.195, $52.08, $50.77
11/15/2011, $51.69, 4498770, $51.235, $52.015, $50.595
11/14/2011, $51.485, 4946488, $51.095, $51.605, $50.91
11/11/2011, $51.44, 3958886, $50.83, $51.585, $50.8
11/10/2011, $50.19, 4188288, $49.595, $50.42, $49.365
11/09/2011, $49.18, 6054406, $49.92, $50.085, $48.87
11/08/2011, $51.165, 5020832, $51.21, $51.2696, $49.78
11/07/2011, $50.84, 4811420, $50.4, $51.545, $49.805
11/04/2011, $50.62, 4946002, $50.01, $50.715, $49.175
11/03/2011, $50.745, 5942446, $50.295, $50.91, $49.505
11/02/2011, $49.495, 4773736, $49.18, $49.77, $48.73
11/01/2011, $48.415, 7923314, $48.085, $49.525, $47.52
10/31/2011, $49.785, 4989488, $50.59, $50.725, $49.755
10/28/2011, $51.01, 6229776, $51.025, $51.48, $50.76
10/27/2011, $51.315, 10352028, $50.035, $51.9, $49.935
10/26/2011, $48.955, 8369852, $48.1, $49.25, $47.89
10/25/2011, $47.84, 8003418, $48.265, $48.41, $47.12
10/24/2011, $48.705, 6427758, $48.455, $49.065, $48.34
10/21/2011, $48.48, 10310490, $47.715, $48.5, $47.49
10/20/2011, $47.295, 10840154, $46.59, $47.99, $46.5
10/19/2011, $45.48, 5140472, $46.4, $46.41, $45.28
10/18/2011, $46.2, 4877058, $44.53, $46.655, $44.415
10/17/2011, $44.655, 4172080, $45.785, $45.785, $44.5
10/14/2011, $45.985, 3605200, $45.615, $46, $45.245
10/13/2011, $45.055, 6854740, $45.59, $45.6, $44.675
10/12/2011, $45.895, 7074156, $46.325, $47.21, $45.86
10/11/2011, $46.155, 5469770, $45.71, $46.75, $45.52
10/10/2011, $46, 4887162, $45.04, $46, $44.905
10/07/2011, $44.4, 6380408, $44.97, $45.025, $43.935
10/06/2011, $44.765, 10148450, $43.12, $45.16, $42.895
10/05/2011, $43.215, 9597384, $41.85, $43.42, $41.31
10/04/2011, $41.745, 9657452, $39.44, $41.885, $38.865
10/03/2011, $39.915, 7646776, $40.76, $41.52, $39.9
09/30/2011, $40.835, 7566960, $41.8, $42.14, $40.83
09/29/2011, $42.61, 5277130, $42.36, $42.75, $41.77
09/28/2011, $41.635, 5155270, $42.845, $43.155, $41.5
09/27/2011, $42.83, 5600882, $42.69, $43.655, $42.155
09/26/2011, $41.86, 7218126, $41.94, $42.005, $40.98
09/23/2011, $41.555, 9219826, $41.125, $41.855, $40.9051
09/22/2011, $41.22, 10823328, $40.445, $41.69, $39.79
09/21/2011, $41.535, 12296420, $44.04, $44.04, $41.505
09/20/2011, $44.19, 3775252, $45, $45.28, $44.155
09/19/2011, $44.815, 5593916, $45.19, $45.19, $44.045
09/16/2011, $45.82, 5869502, $45.885, $46.13, $45.425
09/15/2011, $45.62, 6726576, $45.195, $45.67, $44.76
09/14/2011, $44.38, 6377022, $43.89, $45.015, $42.635
09/13/2011, $43.735, 7971518, $42.36, $43.875, $42.22
09/12/2011, $42.145, 9587570, $41.97, $42.48, $41.075
09/09/2011, $42.545, 8896220, $43.485, $43.79, $42.27
09/08/2011, $44.095, 5443580, $44.545, $44.86, $44.05
09/07/2011, $44.86, 6038768, $44.915, $45, $44.435
09/06/2011, $44.26, 7085764, $42.735, $44.355, $42.5
09/02/2011, $44.135, 4902072, $44.955, $44.96, $43.96
09/01/2011, $45.695, 6189752, $45.9975, $46.855, $45.475
08/31/2011, $46.085, 5255980, $46.73, $47.23, $45.7
08/30/2011, $46.375, 7427826, $45.305, $46.735, $45.125
08/29/2011, $45.42, 5169588, $45.11, $45.44, $44.755
08/26/2011, $44.775, 5847840, $44.19, $44.975, $42.725
08/25/2011, $44.23, 6553608, $44.685, $44.95, $43.755
08/24/2011, $44.53, 6121554, $43.97, $44.58, $43.395
08/23/2011, $44.215, 9394778, $43.16, $44.235, $42.41
08/22/2011, $42.99, 8587068, $43.665, $44, $42.85
08/19/2011, $42.845, 11525960, $42.43, $43.65, $42.25
08/18/2011, $43.025, 14618964, $43.975, $44.625, $42.165
08/17/2011, $45.965, 4098094, $46.025, $46.65, $45.34
08/16/2011, $45.765, 6617444, $46.41, $46.82, $45.537
